Drug Reaction,stop irritation,consult nearest hospital,stop taking drug,follow up
Autoimmune Blood Congestion,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Chronic Thyroid Degeneration,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Allergic Blood Calculus,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Septic Ear Dysfunction,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Septic Brain Degeneration,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Viral Blood Disorder,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Fungal Heart Disorder,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Viral Muscle Damage,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Hereditary Stomach Pain,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Allergic Ear Syndrome,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Chronic Liver Failure,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Severe Lung Failure,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Bacterial Stomach Damage,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Septic Brain Damage,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Acute Brain Pain,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Mild Bone Inflammation,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
