Drug Reaction,stop irritation,consult nearest hospital,stop taking drug,follow up
Autoimmune Throat Congestion,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Bacterial Thyroid Dysfunction,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Brain Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Traumatic Heart Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Bone Pain,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Joint Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Metabolic Intestine Inflammation,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Autoimmune Stomach Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Chronic Lung Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Viral Eye Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Traumatic Skin Pain,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Idiopathic Heart Congestion,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Fungal Lung Congestion,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Bacterial Skin Inflammation,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Metabolic Ear Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Mild Intestine Syndrome,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Throat Dysfunction,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Mild Kidney Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Throat Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Acute Stomach Dysfunction,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Metabolic Heart Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Fungal Eye Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hereditary Ear Inflammation,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Traumatic Skin Congestion,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Traumatic Blood Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Lung Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Metabolic Liver Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Traumatic Eye Pain,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Autoimmune Thyroid Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Fungal Heart Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Metabolic Heart Inflammation,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Blood Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hereditary Joint Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Stomach Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Mild Thyroid Disease,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Autoimmune Skin Syndrome,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Traumatic Nerve Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Heart Inflammation,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Viral Nerve Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Viral Lung Dysfunction,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Metabolic Thyroid Congestion,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Chronic Liver Congestion,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Mild Lung Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hereditary Bone Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Acute Lung Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Skin Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Mild Liver Disease,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hereditary Blood Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Acute Intestine Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Autoimmune Ear Congestion,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Acute Ear Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Bacterial Muscle Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Bacterial Stomach Calculus,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Chronic Ear Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Idiopathic Heart Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Liver Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Bacterial Heart Syndrome,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Fungal Liver Dysfunction,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Joint Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Acute Brain Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Chronic Brain Tumor,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Nerve Tumor,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Throat Disease,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Bacterial Stomach Pain,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Mild Ear Syndrome,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Lung Pain,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Ear Dysfunction,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Chronic Eye Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Brain Pain,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Acute Joint Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Fungal Nerve Tumor,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Autoimmune Blood Disease,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Acute Heart Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hereditary Muscle Tumor,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Intestine Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Viral Intestine Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Traumatic Bone Calculus,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Lung Calculus,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Fungal Lung Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Chronic Stomach Inflammation,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Nerve Syndrome,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Ear Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hereditary Bone Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Stomach Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Bacterial Stomach Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Muscle Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Acute Throat Syndrome,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Bacterial Brain Syndrome,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Nerve Syndrome,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Idiopathic Thyroid Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Fungal Muscle Inflammation,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Traumatic Kidney Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Viral Heart Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Kidney Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Metabolic Blood Dysfunction,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Thyroid Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Viral Intestine Disease,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Chronic Brain Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Bacterial Stomach Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Metabolic Skin Inflammation,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Fungal Thyroid Tumor,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Mild Throat Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Stomach Pain,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hereditary Nerve Dysfunction,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Autoimmune Brain Disease,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Brain Dysfunction,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Thyroid Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Metabolic Lung Tumor,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Viral Bone Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Mild Kidney Tumor,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
